产品简称,return2014,成立日期,投资顾问,投资经理
安信尊享成长,7.36,2012/4/19,安信证券,文庆能
炳兴企业,7.22,2013/12/30,宏亮投资,黄晓亮
增强62号第01期,6.94,2013/7/26,--,--
文德1期,6.87,2013/5/9,文德基金,唐文德
塔晶老虎1期,6.86,2007/12/11,塔晶投资,冷再清
新航线1期,6.68,2012/10/15,新航线,汤林忠
淡水泉卓越1期,6.54,2011/1/6,淡水泉,项志群
国泰君安君享展博一..,6.48,2013/3/28,展博投资,袁巍 陈锋
太极一号,6.36,2009/3/2,天隼投资,毛仁杰
海川3号,6.2,2013/11/19,海川泽福,王海川
泽里和1号,6.13,2011/8/15,泽里和,周建新
鼎诺秋实2期,6.11,2013/7/9,鼎诺投资,黄弢
鼎诺风险缓冲14期,5.89,2013/12/30,鼎诺投资,涂卓 黄弢
智博方略2期(续),5.89,2013/8/13,智博方略,王军良
量化3号,5.71,2013/5/14,东方红,徐习佳
光大集结号收益型二..,5.68,2010/10/22,光大证券资产,--
理成转子4号,5.61,2011/5/4,理成资产,孟诚 杨玉山
泰瓴-泰九1期,5.54,2010/10/19,泰瓴资产,张林涛 文江
鼎诺风险缓冲3期,5.4,2012/8/7,鼎诺投资,黄弢
玉麒麟5号集合计划,5.3,2013/10/11,兴业证券,--
博润价值成长,5.03,2013/10/31,博润投资,--
中航金航3号,5.03,2011/7/25,中航证券,程敏 王锐 帅再先
龙旗神农,4.88,2013/11/5,龙旗科技,王黎 朱笑慷
汇信海富通2号,4.86,2013/9/4,--,--
仙童2期,4.79,2012/10/30,仙童投资,张晓君
万利稳进2号,4.79,2013/12/27,华润信托,--
东方远见1期,4.54,2010/5/5,东方远见,许勇
慧安9号,4.48,2011/9/28,慧安投资,沈一慧
光大集结号收益型三..,4.46,2011/6/3,光大证券资产,王杭 谢锋
合心一期,4.4,2013/12/3,合心资本,鲁正轩
光大资产权益类A,4.4,2013/1/4,--,--
慧安10期,4.36,2011/2/18,慧安投资,沈一慧
永达2期(长安投资..,4.05,2013/9/12,永达投资,陈绍胜
慧安1号,4.04,2009/5/19,慧安投资,沈一慧
慧安3号,3.83,2009/8/20,慧安投资,沈一慧
慧安2号,3.78,2009/7/17,慧安投资,沈一慧
新价值9期,3.76,2010/9/2,新价值,罗伟广
富安达安晟1号,3.65,2010/7/12,富安达投资,--
铭远3期,3.6,2010/10/22,铭远投资,韩跃峰
银石1期,3.54,2010/12/30,银石投资,丘海云
汇信-富舜1号,3.37,2013/9/22,富舜投资,--
慧安6号,3.15,2010/12/7,慧安投资,沈一慧
从容优势三期,3.07,2008/7/18,从容投资,吕俊
谦石1期,3.03,2011/6/1,谦石投资,李追阳
精英之从容A,2.76,2009/9/17,从容投资,吕俊
国泰君安君享对冲一..,2.72,2012/10/11,国泰君安资产,--
益亨价值,2.66,2013/8/23,益亨投资,--
平安徐星1号,2.58,2013/9/3,徐星投资,张东伟
东方远见5期,2.54,2010/11/22,东方远见,许勇
慧安5号,2.43,2010/6/3,慧安投资,沈一慧
量华1号,2.41,2013/3/12,量华资本,--
万丰友方贯升2号,2.38,2013/12/31,万丰友方,--
理成风景2号,2.26,2009/9/15,理成资产,杨玉山
东方远见6期,2.25,2010/9/13,东方远见,许勇
理成转子3号,2.11,2010/11/12,理成资产,程义全 杨玉山
金陀罗飞龙一号,2.07,2013/10/10,金陀罗投资,华中锋
徐星投资,2.03,2012/6/6,徐星投资,张东伟
从容5期,1.99,2011/1/25,从容投资,吕俊
君享重阳阿尔法对冲..,1.98,2012/12/27,重阳投资,裘国根
融新293号(金河..,1.86,2010/11/19,金河投资,金贤昌
世富壹玖飞跃,1.61,2013/11/15,世富投资,--
国泰君安君享对冲二..,1.52,2012/10/11,国泰君安资产,--
昊润1期,1.47,2011/7/22,昊润资产,赵立坚
哲灵扬亿-玉之谦(..,1.45,2013/12/19,哲灵投资,刘政新
紫晶石选优(裕镕二..,1.19,2012/2/3,裕镕投资,刘宏友
大成基金灵活配置,1.07,2007/12/10,大成基金,杨建华
盈融达8号,0.8,2011/1/28,盈融达,曹湘军
慧安12号,0.73,2013/8/12,慧安投资,沈一慧
鑫扬一期,0.56,2013/9/6,五矿鑫扬,--
融盛民生05号-第..,0.54,2013/12/13,大君智萌投资,凯恩斯
长安投资127号,0.54,2011/11/7,黑鹰投资,--
富舜3期,0.51,2013/12/2,富舜投资,--
银河新星1号,0.48,2012/6/5,银河证券,--
从容内需医疗,0.39,2011/6/10,从容投资,吕俊
稳健流动性管理,0.2,2011/4/29,--,--
浙商金惠1号,0.17,2010/7/1,浙商证券资产,王翊 张宁 周良
聚发(11)混沌1..,0.12,2010/3/16,混沌投资,王歆
天马,0.08,2006/9/11,天马资产,康晓阳
泰瓴3期,0.05,2010/11/15,泰瓴资产,文江 张林涛
铭远2期,0.03,2010/1/31,铭远投资,韩跃峰
融金29号风格一期,-0.21,2011/4/15,风格汇,孙世涛
光大同享二号,-0.27,2013/1/4,--,--
海天一期,-0.32,2010/3/5,新海天,--
天弓2号,-0.34,2012/9/17,汇谷投资,陈捷
海天二期,-0.57,2011/1/21,新海天,--
洲浚1号,-0.59,2010/9/28,洲浚投资,许周军
天弓3号,-0.65,2013/6/26,汇谷投资,陈捷
仙童1期(海南成长..,-0.73,2010/5/5,仙童投资,张晓君
友恒成长1期,-0.76,2010/10/25,友恒投资,周洪兵
投资精英之展博A,-0.8,2011/9/28,展博投资,陈锋
安心成长组合(鼎诺..,-0.82,2012/11/21,鼎诺投资,黄弢
平安金牛一期,-0.88,2007/1/16,上海金牛投资,--
睿远鼎诺1期,-1.83,2013/8/29,鼎诺投资,黄弢
得利宝至尊13号,-1.88,2010/12/22,从容投资,吕俊
重阳1期,-1.88,2008/9/5,重阳投资,裘国根
海昊1号,-2.04,2008/6/17,海昊投资,曾文海
乾阳投资1期,-2.24,2011/10/17,乾阳投资,何辉
齐鲁金泰山2号(展..,-3.45,2010/7/16,齐鲁证券,邓亮 刘保民 徐炜哲 郭鹏 韩晓光 黄奕 杜旭东 佘中强
盈丰康伦1期,-3.53,2013/11/29,--,--
鼎诺风险缓冲12期,-4.04,2013/10/9,鼎诺投资,黄弢
重阳6期,-4.24,2010/1/6,重阳投资,裘国根 陈心
国泰君安君享天马一..,-4.36,2013/9/9,天马资产,董温婧
招商汇智之天马领航,-4.4,2013/8/14,天马资产,--
铭远4期,-4.69,2011/1/17,铭远投资,韩跃峰
融惠优选2期-3,-5.46,2013/10/25,--,--
陈志平波段1号,-5.73,2012/7/16,铂熠鸿立,陈志平
理成风景5号,-6.16,2013/8/9,理成资产,--
永达3期(长安投资..,-6.8,2013/10/23,永达投资,陈绍胜
广发睿福1号,-6.87,2013/7/26,广发证券,龚贵林 李太勇 李旭
重阳2期,-7.48,2008/12/12,重阳投资,裘国根
重阳精选C号,-7.61,2011/6/29,重阳投资,裘国根
昕誉投资基金,-7.68,2013/8/8,昕誉投资,张凌宇 周挺
鑫增长1号,-8.5,2008/1/10,鑫增长,罗文军
尊岳进取2号,-9.16,2012/10/15,山东信托,--
融宏成长一期,-10.19,2012/7/27,融宏投资,--
财通证券01号-第..,-10.51,2013/12/6,--,--
共青城中谦,-11.99,2013/6/18,蓝拓投资,刘丽
鼎诺风险缓冲2期,-13.66,2012/1/19,鼎诺投资,黄弢
融新254号展博3..,-14.09,2011/4/27,展博投资,宋向宇
博颐精选3期,-14.44,2009/7/9,博颐投资,徐大成
博颐精选,-14.51,2008/2/5,博颐投资,徐大成
钜熹优势成长1号,-14.56,2013/6/20,--,--
博颐精选2期,-15.2,2008/10/21,博颐投资,徐大成
重阳对冲1号,-15.33,2013/7/26,重阳投资,裘国根 陈心
博颐稳健1期,-16.46,2009/9/30,博颐投资,徐大成
物生宏利1号,-17.87,2013/6/6,物生宏利,孟利宁
北京天启螣蛇投资,-23.51,2013/7/3,天启德鑫资产,王岩
国泰君安君享慧安一..,-27.69,2013/8/22,慧安投资,--
光大集结号收益型一..,-29.45,2010/6/12,光大证券资产,王杭 伍祁平 谢锋
